gene_id	gene_short_name	cell_group	marker_score	mean_expression	fraction_expressing	specificity	pseudo_R2	marker_test_p_value	marker_test_q_value	gene_ID	unitpro	up_evalue	cel	cel_evalue	dmel	dmel_evalue	spur_acc	spur_evalue
LOC105328000	calmodulin-A	11	0.573537572988273	8.2437049906752	0.872340425531915	0.657469900742654	0.591312330633013	2.40475683591492e-48	1.28680462095276e-42	calmodulin-A	P41041.1	1.72e-70	T21H3.3a.1	2.4e-69	Cam-PD	1.59e-60	XP_030854314.1	3.87e-70
LOC105328003	calmodulin	11	0.539677880304963	11.9685168790263	0.936170212765957	0.576474099416666	0.635038138267912	8.25179722158549e-52	4.41560270764817e-46	calmodulin	P04352.2	4.3e-27	T21H3.3a.1	8.22e-27	Cam-PD	1.97e-24	XP_011675927.1	2.57e-27
LOC105328005	calmodulin-A	14	0.337117978983669	5.05720568499848	0.782608695652174	0.430761862034689	0.289019453615089	6.59821657359187e-15	3.5307584742616e-09	calmodulin-A	P02594.2	1.23e-68	T21H3.3a.1	5.43e-69	Cam-PD	1.3e-68	XP_030854314.1	2.92e-70
LOC105328005	calmodulin-A	6	0.385985429614837	4.7050316079626	0.948787061994609	0.406819870417911	0.690454371885899	1.74421995145471e-215	9.33346049783028e-210	calmodulin-A	P02594.2	1.23e-68	T21H3.3a.1	5.43e-69	Cam-PD	1.3e-68	XP_030854314.1	2.92e-70
LOC105328008	calmodulin-A	7	0.575675247129266	4.04088224357593	0.648648648648649	0.887499339324286	0.460833404352185	5.01005896141142e-143	2.68092263072294e-137	calmodulin-A	Q95NR9.3	1.1e-83	T21H3.3a.1	1.45e-83	Cam-PD	9.14e-84	XP_001177619.1	7.29e-84
LOC105348477	HHIP-like protein 2	3	0.228234866144996	1.19923958338951	0.452726017943409	0.504134635737955	0.224338209437801	1.20301071219017e-133	6.43740656178658e-128	HHIP-like protein 2	Q14DK5.1	1.16e-71	Y71F9AL.18c.1	0.68	Pi4KIIIalpha-PC	4.9	XP_030855000.1	1.24e-64
LOC105338027	forkhead box protein B1	2	0.255426177698487	11.1079707542643	0.509194673430564	0.501627748730404	0.132086864056852	2.70480240716029e-134	1.44736140649073e-128	forkhead box protein B1	Q64732.2	8.02e-53	F38A6.1b.1	9.33e-48	fkh-PD	4.64e-47	XP_003727565.2	6.06e-80
LOC105329305	uncharacterized LOC105329305	12	0.541462642219899	7.04195394273386	0.78125	0.693072182041471	0.51012568716186	6.4538516013934e-32	3.45350762271842e-26	uncharacterized LOC105329305	Q3TDN0.2	4.6e-34	F07C3.1.1	7.8e-12	disp-PA	3.36e-17	XP_030846419.1	1.41e-30
LOC105324613	chitin synthase chs-2	1	0.507459807149093	5.67461706186467	0.771493642057316	0.657762785699526	0.359646568086396	0	0	chitin synthase chs-2	G5EBQ8.1	0	F48A11.1b.1	0	kkv-PD	0	XP_030836433.1	0.63
LOC105320900	cell division control protein 42 homolog	9	0.600861742564027	1.36326653831292	0.8014440433213	0.749723885992052	0.607208321116833	1.00616833370861e-159	5.38408724714145e-154	cell division control protein 42 homolog	P60766.2	4.4e-48	R07G3.1.1	3.73e-45	Cdc42-PD	1.34e-46	XP_030842342.1	5.92e-45
LOC109619601	uncharacterized LOC109619601_ncRNA	5	0.346533940567933	1.20237829831537	0.467138523761375	0.741822656323996	0.255097692292405	1.97271148838968e-129	1.05561369912923e-123	uncharacterized LOC109619601_ncRNA	""		""		""		""	
LOC105333338	ryanodine receptor	7	0.374941507709634	3.87511717256788	0.548648648648649	0.683390925382092	0.296311262180627	4.26628842876388e-92	2.28292506853898e-86	ryanodine receptor	Q24498.3	0	K11C4.5h.1	0	RyR-PE	0	XP_030855111.1	0
LOC105335795	uncharacterized LOC105335795	4	0.182007194215606	14.622981585534	0.994539781591264	0.183006449399534	0.392764578706398	9.83364501011984e-224	5.26206211407521e-218	uncharacterized LOC105335795	""		C49H3.1.1	1.7	escl-PC	0.29	XP_030851350.1	5.4
LOC105329519	dynein light chain 1, axonemal	11	0.51371138487478	11.795622107494	0.936170212765957	0.548737161116242	0.616315937452577	2.51300142754759e-50	1.34472716789213e-44	dynein light chain 1, axonemal	Q05A62.2	8.76e-99	K10D2.8.1	1.62e-10	CG8800-PA	5.57e-65	XP_030855209.1	2.04e-88
LOC105336783	probable palmitoyltransferase ZDHHC24	12	0.649458764255213	11.2498731341225	0.9375	0.692756015205561	0.745495643255616	6.33236705342394e-46	3.38850026922358e-40	probable palmitoyltransferase ZDHHC24	F1QGD2.1	3.62e-22	K02G10.1.1	1.51e-19	CG10344-PB	9.52e-26	XP_003726777.1	1.68e-30
LOC105336795	paired mesoderm homeobox protein 2	7	0.622036225685509	9.98331296244279	0.902702702702703	0.689082046418078	0.717634402609737	8.89046257630244e-224	4.75735764828005e-218	paired mesoderm homeobox protein 2	O97039.1	1.58e-25	F58E6.10a.1	3e-49	CG32532-PC	1.83e-69	XP_785238.2	1.47e-23
LOC105324205	interaptin	7	0.226261504909785	1.54803836030412	0.3	0.754205016365949	0.161012080193453	1.2315744898438e-50	6.59025362111337e-45	interaptin	P13496.2	0.55	K12F2.1.1	0.19	DCTN1-p150-PA	0.074	XP_030839086.1	0.008
LOC105330091	dimethylaniline monooxygenase [N-oxide-forming] 5	14	0.198939732443429	7.67445373484568	0.695652173913044	0.28597586538743	0.108818943931928	1.76402356999315e-06	0.943943124491894	dimethylaniline monooxygenase [N-oxide-forming] 5	P49109.2	9.61e-156	F53F4.5a.1	5.12e-136	Fmo-2-PA	2.31e-49	XP_786100.3	8.08e-148
LOC105318132	keratin, type II cytoskeletal 2 epidermal-like	1	0.322155838707047	6.56368687402423	0.78041374074777	0.412801340989161	0.357307144005348	0	0	keratin, type II cytoskeletal 2 epidermal-like	P40477.1	0.003	T07D4.4a.1	2.6	""		XP_792448.4	1
LOC105318132	keratin, type II cytoskeletal 2 epidermal-like	13	0.39908055832936	6.57440126645919	0.96551724137931	0.413333435412551	0.331519983719326	7.19686931340429e-20	3.85110234455714e-14	keratin, type II cytoskeletal 2 epidermal-like	P40477.1	0.003	T07D4.4a.1	2.6	""		XP_792448.4	1
LOC105347674	glycine-rich cell wall structural protein-like	13	0.266998098741666	24.7438367207842	0.862068965517241	0.309717794540333	0.224921736319235	5.77378981666289e-14	3.08960112121484e-08	glycine-rich cell wall structural protein-like	P49687.1	2	""		""		XP_030834796.1	6.19e-07
LOC105347674	glycine-rich cell wall structural protein-like	7	0.279444142593363	28.9608034452347	0.8	0.349305178241704	0.372975951458049	9.37804104530879e-116	5.0182647876731e-110	glycine-rich cell wall structural protein-like	P49687.1	2	""		""		XP_030834796.1	6.19e-07
LOC105320835	uncharacterized LOC105320835_ncRNA	1	0.324711931455868	15.7759353458009	0.683051812488138	0.475384041911911	0.257297157052533	5.04729405589068e-237	2.70084742765955e-231	uncharacterized LOC105320835_ncRNA	""		""		""		""	
LOC105326474	histone H1-delta	10	0.200670933266268	63.7903757795903	0.929411764705882	0.215911763640921	0.0943039019635396	1.3581106518839e-19	7.26735874708289e-14	histone H1-delta	P02259.2	2.99e-23	F59A7.4.1	3.96e-20	His1:CG33864-PA	3.35e-15	XP_030840668.1	2.73e-23
LOC105326474	histone H1-delta	2	0.129774044208841	37.1499544840465	0.906404565630945	0.143174526176957	0.00390436989275331	2.59274729335738e-05	1	histone H1-delta	P02259.2	2.99e-23	F59A7.4.1	3.96e-20	His1:CG33864-PA	3.35e-15	XP_030840668.1	2.73e-23
LOC105326474	histone H1-delta	4	0.157599148339755	45.1027839107007	0.949297971918877	0.166016522737523	0.0550261959298959	3.41036076430246e-32	1.82491132786436e-26	histone H1-delta	P02259.2	2.99e-23	F59A7.4.1	3.96e-20	His1:CG33864-PA	3.35e-15	XP_030840668.1	2.73e-23
LOC105330266	uncharacterized LOC105330266	1	0.434485701492955	35.0058084106816	0.993736951983299	0.437224056754466	0.785688567968268	0	0	uncharacterized LOC105330266	P55000.2	0.048	K04A8.9.1	0.34	CG7781-PB	2.64e-05	XP_030844860.1	0.012
LOC105330266	uncharacterized LOC105330266	13	0.365109842568726	27.8249642210606	1	0.365109842568726	0.42037347012341	8.85127901467751e-25	4.73639021098605e-19	uncharacterized LOC105330266	P55000.2	0.048	K04A8.9.1	0.34	CG7781-PB	2.64e-05	XP_030844860.1	0.012
LOC105334607	structural maintenance of chromosomes protein 5	8	0.443777916038539	7.17415792991176	0.880503144654088	0.504004918929483	0.516452981520586	3.83675324822226e-147	2.05307735714972e-141	structural maintenance of chromosomes protein 5	Q8CG46.1	0	C27A2.1.1	5.12e-101	SMC5-PF	5.25e-77	XP_030832464.1	0
LOC105323394	glutaredoxin-C6	2	0.123519625724275	2.14403327530032	0.685859226379201	0.18009472056877	0.0607414996685865	3.02318138269993e-62	1.6177285433338e-56	glutaredoxin-C6	P55142.2	2.37e-21	Y34D9A.6.1	2.19e-27	Grx1-PC	1.97e-23	XP_787379.1	3.6e-24
LOC105341338	uncharacterized LOC105341338	2	0.138966282531699	5.75825367086422	0.839188332276474	0.16559606132121	0.140422752521621	8.62967921205608e-143	4.61781038380491e-137	uncharacterized LOC105341338	Q9I8X3.1	0.1	F28H7.11.1	1.3	""		XP_030844854.1	7.4
LOC105341338	uncharacterized LOC105341338	3	0.338951063181816	15.0311508605855	0.98895790200138	0.342735583077775	0.554302145525389	0	0	uncharacterized LOC105341338	Q9I8X3.1	0.1	F28H7.11.1	1.3	""		XP_030844854.1	7.4
LOC105341352	serum response factor	5	0.252969873931635	4.0637811793069	0.859453993933266	0.294337888609867	0.258042750007203	6.30977171327152e-131	3.3764093219453e-125	serum response factor	P11831.1	4.86e-69	D1081.2.1	2.22e-48	bs-PB	5.26e-62	XP_030854625.1	2.35e-68
LOC105332120	transmembrane protein 229B	12	0.559978106016634	15.8494540255108	0.9375	0.597309979751076	0.699505450511576	3.46967716657206e-43	1.85665200925004e-37	transmembrane protein 229B	Q8NBD8.1	2.37e-62	F59B1.9a.1	2.2	CG43163-PC	2.6	XP_030854422.1	2.64e-66
LOC105332134	neutral and basic amino acid transport protein rBAT	10	0.178687450438384	12.9775852547568	0.929411764705882	0.192258649205856	0.135685899971744	1.64562139285666e-27	8.80585172288742e-22	neutral and basic amino acid transport protein rBAT	Q91WV7.1	1.45e-92	F26D10.9a.1	6.6e-42	Mal-A3-PA	1.32e-69	XP_030855228.1	1.42e-74
LOC105333358	stress-induced-phosphoprotein 1	3	0.245979423101003	2.47202881271936	0.872325741890959	0.281981158285881	0.320877543571493	1.2390517373423e-191	6.63026497065763e-186	stress-induced-phosphoprotein 1	Q7ZWU1.1	0	R09E12.3.1	1.13e-134	Stip1-PA	2.92e-134	XP_030854758.1	6.81e-117
LOC109619347	uncharacterized LOC109619347_ncRNA	14	0.162793408172728	9.74108272467806	0.91304347826087	0.178297542284417	0.0731861086969646	8.90643448377971e-05	1	uncharacterized LOC109619347_ncRNA	""		""		""		""	
LOC105342811	galectin-4	3	0.337032945879304	2.29284206612683	0.750862663906142	0.448860972958742	0.371997883291974	1.13501787078788e-222	6.07357142801563e-217	galectin-4	O54891.1	7.99e-37	ZK892.1b.1	2.67e-33	galectin-PB	7.38e-14	XP_030855227.1	4.73e-38
LOC105327018	uncharacterized LOC105327018	4	0.153713936275626	1.33250161068736	0.296411856474259	0.518582279750928	0.11117433403424	1.7067931234594e-63	9.1331865470811e-58	uncharacterized LOC105327018	G5ED00.1	2.94e-14	Y39E4B.8.1	2.59e-15	dpr6-PD	1.36e-20	XP_030853396.1	5.25e-06
LOC105318166	serine palmitoyltransferase 2	12	0.570965710693334	10.9843269554863	0.96875	0.589383959425376	0.682596022879628	3.52378153978922e-42	1.88560369219353e-36	serine palmitoyltransferase 2	P97363.2	0	F43H9.2b.1	0	lace-PB	0	XP_030854251.1	0
LOC105336829	nucleolar and spindle-associated protein 1	8	0.278187923990024	11.1676048170957	0.946540880503145	0.293899534315042	0.376098523491739	3.57865344001676e-107	1.91496608498049e-101	nucleolar and spindle-associated protein 1	A0JMZ1.2	1.06e-28	Y54E10A.12.1	0.68	CG18823-PA	2.3	XP_011682755.2	2.53e-12
LOC105320380	RRP15-like protein	3	0.224617001233391	2.57320704229635	0.884748102139407	0.253876782205291	0.316272352245959	7.54577041903929e-189	4.03780211739127e-183	RRP15-like protein	Q5M947.1	1.04e-41	F53E10.6.1	3.4e-06	CG3817-PA	6.13e-17	XP_030854996.1	6.77e-37
LOC105346311	usherin-like	7	0.380419725226987	1.56826633790833	0.572972972972973	0.663940086481062	0.355017168940837	3.35333080438216e-110	1.79439414007133e-104	usherin-like	O75445.3	0	K08C7.3a.1	8.37e-95	LanA-PA	1.7e-81	XP_030854301.1	0
LOC105345931	homeobox protein prospero	4	0.480187212259048	6.76122401059254	0.668486739469579	0.718319727089964	0.371719968805463	1.52168047796612e-211	8.14263397203494e-206	homeobox protein prospero	P29617.3	5.33e-80	K12H4.1.1	3.04e-68	pros-PL	2.86e-80	XP_030854159.1	1.33e-76
LOC105317825	crystal protein	13	0.315232605520564	2.16600300738607	0.793103448275862	0.397467198265058	0.245524867217011	4.15281113420517e-15	2.22220246040226e-09	crystal protein	P21837.1	4.66e-86	W09B12.1.2	1.3e-56	Ace-PC	2.23e-48	XP_011674808.2	3.66e-61
LOC105317802	calmodulin-like protein 12	11	0.510793091608775	9.01987934084269	0.851063829787234	0.600181882640311	0.553102910669109	2.5529601098669e-45	1.36610937847066e-39	calmodulin-like protein 12	P27164.2	9.09e-45	T21H3.3a.1	1.63e-43	Cam-PD	1.59e-43	XP_011675926.1	1.07e-44
LOC105345100	uncharacterized LOC105345100	14	0.263058818035493	4.75887388816465	0.652173913043478	0.403356854321089	0.205778556202099	4.92288809783424e-11	2.63427680425589e-05	uncharacterized LOC105345100	Q8IID4.1	0.91	K11C4.5k.1	1.3	CG13577-PB	1.4	XP_030833117.1	1.66e-11
LOC105321187	sodium channel protein 1 brain	12	0.672887430724654	15.6216673854474	1	0.672887430724654	0.895265503889193	7.50067180139577e-55	4.01366948630129e-49	sodium channel protein 1 brain	P15390.1	0	C54D2.5a.3	7.08e-134	NaCP60E-PJ	0	XP_030833315.1	0
LOC105323682	spectrin beta chain, non-erythrocytic 5	2	0.123308354213541	2.44554227632892	0.671655041217502	0.183588816649126	0.0755051240964791	4.61601516268357e-77	2.47006664167328e-71	spectrin beta chain, non-erythrocytic 5	Q9NRC6.2	0	R31.1d.1	0	kst-PG	0	XP_030854700.1	0
LOC105323685	myb-like protein V	8	0.192651603161478	6.12627209660199	0.858490566037736	0.224407361924359	0.167444545847915	2.106831780117e-48	1.12738254019485e-42	myb-like protein V	Q5XG21.1	0.23	Y48G1BR.1.1	0.44	""		XP_800071.2	0.028
LOC105336776	flocculation protein FLO11-like	2	0.149221409711626	2.25235769190158	0.659606848446417	0.226227805340545	0.108399034056935	3.04237099871452e-110	1.62799706038013e-104	flocculation protein FLO11-like	O15018.4	1.58e-16	F27D9.8b.1	1.13e-06	bbg-PH	7.83e-12	XP_030832438.1	2.68e-18
LOC105333922	forkhead box protein L2	4	0.240534003655447	5.36015261163741	0.284711388455538	0.844834500510365	0.135873598629989	2.56804456309561e-77	1.37418119006897e-71	forkhead box protein L2	Q12951.3	2.25e-31	C25A1.2.2	1.41e-39	fd102C-PA	3.8e-36	XP_003725384.1	8.84e-47
LOC105333915	zinc finger protein basonuclin-2	10	0.272607737307497	7.84814224409473	0.670588235294118	0.406520310019951	0.286880997249371	1.92096220344201e-56	1.02792224275945e-50	zinc finger protein basonuclin-2	Q6ZN30.1	2.66e-73	F55C5.11.1	1.09e-17	disco-r-PD	1.96e-26	XP_001180755.2	6.42e-07
LOC105333915	zinc finger protein basonuclin-2	5	0.289465789870456	7.7531565026079	0.718907987866532	0.402646506584925	0.309554997056311	3.66434888373003e-157	1.96082240247501e-151	zinc finger protein basonuclin-2	Q6ZN30.1	2.66e-73	F55C5.11.1	1.09e-17	disco-r-PD	1.96e-26	XP_001180755.2	6.42e-07
LOC117689456	uncharacterized LOC117689456_ncRNA	6	0.61905084464145	12.4690990851436	0.975741239892183	0.634441611497176	0.838376758474415	1.05156043412275e-262	5.62698400782558e-257	uncharacterized LOC117689456_ncRNA	""		""		""		""	
LOC117689457	uncharacterized LOC117689457_ncRNA	6	0.268605523750872	0.905061080638346	0.53099730458221	0.505851011733875	0.316295904705741	2.13064294662542e-98	1.14012408588283e-92	uncharacterized LOC117689457_ncRNA	""		""		""		""	
LOC109619796	uncharacterized LOC109619796	6	0.25725613618309	1.4156019136021	0.638814016172507	0.402708972674795	0.351117749459389	3.69067994439323e-109	1.97491236368437e-103	uncharacterized LOC109619796	Q9P2K6.2	0.058	R06F6.8b.1	2	CG6293-PB	1.7	XP_011666120.2	3.4
LOC105334571	uncharacterized LOC105334571	7	0.345271208973992	2.60726998457636	0.37027027027027	0.932484287010052	0.250515273013369	5.04548814569415e-78	2.69988107066611e-72	uncharacterized LOC105334571	Q09553.2	6.58e-05	F27E5.4.1	5.8e-06	Pde1c-PK	1.1	XP_030845257.1	0.23
LOC105334570	NT-3 growth factor receptor	7	0.252364508185402	0.855092092548531	0.291891891891892	0.864582111375914	0.180938821586695	1.01176133283254e-56	5.41401583289356e-51	NT-3 growth factor receptor	Q91044.2	0	C01G6.8c.1	6.56e-58	Ror-PA	6.39e-81	XP_030832789.1	0
LOC105331719	coiled-coil domain-containing protein 170	11	0.463872722561542	15.0549726280005	1	0.463872722561542	0.657478895750942	1.37326618401981e-53	7.3484572119847e-48	coiled-coil domain-containing protein 170	Q8IYT3.3	6.31e-117	K08C7.3c.1	0.037	CG43338-PB	1.32e-31	XP_030854172.1	1.54e-166
LOC105334733	calmodulin	11	0.502207165079816	143.149195525926	1	0.502207165079816	0.784675310144197	1.1088441868718e-63	5.93351395148596e-58	calmodulin	Q95NR9.3	1.4e-102	T21H3.3a.1	1.42e-102	Cam-PD	7.47e-103	XP_003726932.1	8.41e-103
LOC105334743	calmodulin-like	9	0.52645441814964	3.00128943400632	0.862815884476534	0.610158467897282	0.599333941301679	1.22353889631681e-157	6.54725451730295e-152	calmodulin-like	O97341.3	7.55e-63	T21H3.3a.1	4.61e-63	Cam-PD	8.69e-63	XP_011675926.1	1.43e-63
LOC105341333	homeobox protein six1	5	0.471464334421263	7.98949566629248	0.754297269969666	0.625037837456608	0.441142588923745	6.06333303958365e-225	3.24453801614553e-219	homeobox protein six1	Q6NZ04.1	1.05e-130	C10G8.7.1	4.37e-80	so-PA	1.08e-116	NP_001268684.1	6.92e-135
LOC105341393	echinoderm microtubule-associated protein-like CG42247	7	0.221271751190357	1.49521143891809	0.372972972972973	0.593264840148058	0.198792266862724	3.52626359043851e-62	1.88693185735237e-56	echinoderm microtubule-associated protein-like CG42247	Q9VUI3.3	2.81e-16	W07G1.5a.1	9.04e-07	DCX-EMAP-PC	4.56e-18	XP_030842589.1	2.25e-13
LOC105340112	cofilin	10	0.224053898110851	6.49229730933197	0.747058823529412	0.299914666762557	0.23248554600202	5.05647445270629e-46	2.70575993143876e-40	cofilin	Q4I963.2	3.28e-30	C38C3.5.1	7.78e-16	tsr-PA	7.94e-20	XP_030841233.1	0.013
LOC105340113	neuroendocrine convertase 2	7	0.321553458155745	4.36918033695286	0.394594594594595	0.814895750120724	0.23375234666366	6.97435279082328e-73	3.73203197319186e-67	neuroendocrine convertase 2	G5ECN9.1	0	C51E3.7a.1	0	amon-PA	0	XP_784245.3	0
LOC105340116	sodium/calcium exchanger 2	12	0.641621506213009	7.22844013760883	0.875	0.733281721386296	0.644335472052528	6.67515317068016e-40	3.57192786285632e-34	sodium/calcium exchanger 2	P48766.1	1.45e-138	C10G8.5b.1	1.45e-70	Calx-PC	1.2e-115	XP_030832703.1	0
LOC105340118	uncharacterized LOC105340118	11	0.441791111387527	2.50474988784293	0.595744680851064	0.741577936971921	0.412442981499875	3.44532039791709e-34	1.84361850748862e-28	uncharacterized LOC105340118	Q12280.1	1.9	C02F12.7.1	0.9	SMC1-PA	0.85	XP_030849334.1	1.6
LOC105340122	uncharacterized LOC105340122	8	0.329899972040978	1.45931046099289	0.440251572327044	0.749344222207363	0.260529842252194	1.55998662221614e-74	8.34761321440836e-69	uncharacterized LOC105340122	P34756.3	0.011	W06H8.8i.1	1.6	CG34126-PD	2	XP_030848927.1	0.054
LOC105338883	radial spoke head protein 4 homolog A	11	0.52494340898081	32.7377963243452	1	0.52494340898081	0.738174066049123	5.45561101795014e-60	2.91934110059327e-54	radial spoke head protein 4 homolog A	Q8BYM7.2	4.26e-178	D2085.5c.1	0.45	Rsph4a-PA	3.01e-18	NP_999761.1	0
LOC105328118	retinal homeobox protein Rax	10	0.292990930585046	5.52538006158891	0.717647058823529	0.408266050815229	0.328519188138666	1.96944342018463e-64	1.05386492968816e-58	retinal homeobox protein Rax	O42115.1	6.76e-32	F26C11.2.1	4.32e-26	hbn-PA	6.98e-38	XP_781057.3	1.91e-34
LOC105328118	retinal homeobox protein Rax	4	0.239789247889033	4.89244624722817	0.645865834633385	0.371267893470701	0.225844882564752	5.04804595302739e-128	2.70124977383258e-122	retinal homeobox protein Rax	O42115.1	6.76e-32	F26C11.2.1	4.32e-26	hbn-PA	6.98e-38	XP_781057.3	1.91e-34
LOC105326542	uncharacterized LOC105326542	2	0.127026397540227	1.58006429250213	0.364489537095751	0.348504921574353	0.0728247706253691	2.27761512470306e-74	1.2187700741496e-68	uncharacterized LOC105326542	O95671.3	7.35e-39	F20C5.2c.1	0.34	Nph-PB	0.1	XP_799003.4	2.9
LOC105318663	keratin, type I cytoskeletal 10	1	0.3868762995442	31.8449240252845	0.543366862782312	0.711998331225423	0.132797343076321	1.31175908319491e-121	7.01932779490261e-116	keratin, type I cytoskeletal 10	A5DVD6.1	0.069	K08E4.1.2	1.2	""		XP_030837225.1	0.59
LOC105318657	uncharacterized LOC105318657_ncRNA	13	0.273070000436325	22.2369258766009	0.931034482758621	0.293297407876053	0.187670195457629	6.79313467239635e-12	3.63506070827667e-06	uncharacterized LOC105318657_ncRNA	""		""		""		""	
LOC105318657	uncharacterized LOC105318657_ncRNA	6	0.267194789724536	20.7638246906476	0.959568733153639	0.27845299715675	0.497665952094585	9.55108905982169e-155	5.11086416462307e-149	uncharacterized LOC105318657_ncRNA	""		""		""		""	
LOC105318651	uncharacterized LOC105318651_ncRNA	13	0.291245608532262	12.1818476400709	0.586206896551724	0.496830743966799	0.196518434718427	2.18634739717334e-12	1.16993198300663e-06	uncharacterized LOC105318651_ncRNA	""		""		""		""	
LOC105318644	uncharacterized LOC105318644_ncRNA	13	0.377523724993052	17.5846508826409	0.758620689655172	0.497644910218114	0.315683130245016	5.40837602943009e-19	2.89406528035628e-13	uncharacterized LOC105318644_ncRNA	""		""		""		""	
LOC117689486	uncharacterized LOC117689486	12	0.696245383700245	31.925259282515	1	0.696245383700245	0.920371422499593	2.38494959268317e-56	1.27620560664151e-50	uncharacterized LOC117689486	Q9V410.1	9.96e-05	F53E4.1a.2	4.17e-05	Megf8-PC	3.62e-06	XP_030834386.1	6.29e-07
LOC105340345	uncharacterized LOC105340345	14	0.197152396233149	7.01895065876764	0.739130434782609	0.266735594903672	0.117224990512141	7.04957313972711e-07	0.377228298365309	uncharacterized LOC105340345	B9M1X7.1	0.38	Y37E11AM.1b.1	1.8	Mbs-PU	2	XP_011671251.1	1.02e-11
LOC105340345	uncharacterized LOC105340345	6	0.231812549464997	6.36886614194596	0.935309973045822	0.247845694096582	0.337249198920821	7.18169032806626e-105	3.84297994807088e-99	uncharacterized LOC105340345	B9M1X7.1	0.38	Y37E11AM.1b.1	1.8	Mbs-PU	2	XP_011671251.1	1.02e-11
LOC105347905	G kinase-anchoring protein 1	8	0.2432467698184	7.30559677349874	0.915094339622642	0.265816057739695	0.272671617510018	5.95472024905828e-78	3.18641844303308e-72	G kinase-anchoring protein 1	Q6NWC9.1	1.12e-52	C26E6.4.1	0.31	""		XP_783496.2	1.14e-41
LOC105328490	girdin	13	0.386708223072997	5.10357376296851	0.827586206896552	0.467272436213205	0.331778763303505	6.96359078170518e-20	3.7262731360167e-14	girdin	P42567.1	0.012	F56A4.5.1	0.078	""		XP_030851488.1	0.021
LOC105337870	homeobox protein Meis1	1	0.355116149482706	13.5672204375396	0.893717973049915	0.397346993337095	0.439670957794989	0	0	homeobox protein Meis1	Q60954.1	3.67e-97	T28F12.2h.1	4.72e-50	hth-PA	1.58e-83	XP_030854523.1	3.48e-83
LOC105337870	homeobox protein Meis1	13	0.36676406995504	12.8070200104481	0.96551724137931	0.379862786739149	0.428462373071791	3.16407690075671e-25	1.69312286221012e-19	homeobox protein Meis1	Q60954.1	3.67e-97	T28F12.2h.1	4.72e-50	hth-PA	1.58e-83	XP_030854523.1	3.48e-83
LOC105337859	cell division control protein 42	9	0.743044059049418	5.33776591695381	0.938628158844765	0.791627709064188	0.814113398453011	6.91560581280221e-215	3.70059599527697e-209	cell division control protein 42	Q9H4E5.1	5.26e-50	R07G3.1.1	1.14e-45	Mtl-PC	1.14e-47	XP_030842342.1	3.49e-45
LOC105348164	exonuclease 1	8	0.196374781215449	1.57726165727122	0.462264150943396	0.424810751200767	0.171572637271458	1.47014657284493e-49	7.86687192301906e-44	exonuclease 1	Q803U7.1	3.42e-146	F45G2.3.1	1.54e-64	tos-PA	1.08e-118	XP_030854685.1	1.86e-138
LOC105339545	arginase, hepatic	3	0.456546550887585	26.057604427147	0.989648033126294	0.461322142424066	0.63267220800717	0	0	arginase, hepatic	P49900.1	3.54e-119	T21F4.1.1	4.21e-28	arg-PA	8.95e-73	XP_791131.3	1.14e-105
LOC105346162	small nuclear ribonucleoprotein Sm D2	14	0.174930297357454	11.5851153309338	0.956521739130435	0.182881674510065	0.11241109124666	1.19167447958598e-06	0.637674547422292	small nuclear ribonucleoprotein Sm D2	Q18786.1	4.92e-57	C52E4.3.2	4.33e-58	SmD2-PA	1.34e-54	XP_001178435.1	9.16e-68
LOC105343886	bromodomain adjacent to zinc finger domain protein 1A	8	0.186898061620582	5.76753894664105	0.830188679245283	0.225127210588429	0.117132505382499	2.52563802112627e-34	1.35148911020884e-28	bromodomain adjacent to zinc finger domain protein 1A	Q9NRL2.2	0	H20J04.2.1	4.42e-30	Acf-PA	2.2e-54	XP_003727183.2	0
LOC105343890	radial spoke head protein 9 homolog	11	0.501579572992629	21.1425394832381	0.957446808510638	0.523871998458968	0.616170235170674	2.58070027126803e-50	1.38095336075769e-44	radial spoke head protein 9 homolog	Q5TYW6.1	1.03e-113	T05E12.9.1	3.7	Rsph9-PA	7.67e-48	XP_780230.2	6.6e-131
LOC105320196	multiple coagulation factor deficiency protein 2 homolog	1	0.462164564425424	28.4004331570183	0.994496109318656	0.464722345411747	0.80716333330512	0	0	multiple coagulation factor deficiency protein 2 homolog	Q8K5B3.1	4.95e-17	F55A11.1.1	4.98e-19	CG17271-PA	6.16e-19	XP_001194225.2	1.76e-36
LOC105320196	multiple coagulation factor deficiency protein 2 homolog	13	0.292272658873398	16.3864050212045	0.96551724137931	0.302710968118876	0.340720536318831	2.23050696047204e-20	1.19356211860427e-14	multiple coagulation factor deficiency protein 2 homolog	Q8K5B3.1	4.95e-17	F55A11.1.1	4.98e-19	CG17271-PA	6.16e-19	XP_001194225.2	1.76e-36
LOC105328023	nidogen-1	3	0.237450289362059	4.66510437923291	0.911663216011042	0.260458341624242	0.321292914486221	6.94760767479328e-192	3.71772044764328e-186	nidogen-1	A1Z877.1	0	F54F3.1b.1	1.66e-157	Ndg-PC	0	XP_791550.3	1.83e-124
LOC105329338	ribosome-binding protein 1	10	0.216831639472009	9.72458636824432	0.923529411764706	0.234785851657589	0.224677253683642	1.57872524966957e-44	8.44788510900187e-39	ribosome-binding protein 1	Q28298.1	1.07e-20	K08C7.3c.1	1.33e-07	alt-PH	0.044	XP_011661038.2	3.53e-86
